"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",9.35337041640386,10.2951286172479,9.91500031768468,11.2783751209516,10.8404524334131,10.8577024597179,9.04427659299713,8.81274867949333,9.96361348754722,9.35914656048695,9.85360666818923,10.0520334520206,9.63543615226335,9.17567400446429,9.52040081181533,8.56771031317152,9.49294099047491,9.71653318193496,9.76350221502492,11.4090521436941,10.0622374630157,10.655799006545,11.1037400976732,11.8619532962935,9.89592796504384,9.64508350556385,10.3995243566775,11.7004086500224,10.1730026560814,11.4085604238136,10.8861610279174,9.94270346161716,10.0674755627238,11.0533187302303,11.0060501618129,11.1070428659719,10.8478221271852,10.5614544598994,10.4962316737352,10.4436954459121,9.471143858913,10.0543750927311,8.94686676964622,10.2002805239407,9.60394806711597,11.142544740131,9.72463947619468,9.39015902752031,8.43471450545336,10.150251507879
"2",11.2518178149778,10.7802659851871,10.7148814549703,11.2711226674131,10.8234446020329,10.8163604248475,9.87573655963501,8.83766512160266,9.30540359470921,8.42224617846283,9.1395120465277,8.9631313443327,10.1819589623132,11.6816362491526,10.175344889521,9.83073462796507,9.78648429093666,11.3326120638861,10.5357925652077,9.31419933135667,9.37633252281447,9.89753507470504,10.8846837798719,10.4564674802249,10.6832935853044,10.3652294242157,12.3869952991292,11.6495510895835,11.631881640915,11.4972604912476,11.73587844069,11.6653039421052,11.0193042903854,11.5715894198488,12.1769189550578,11.9488525909898,11.3881208476472,10.5900307589999,10.0025882566509,10.295682924942,9.73740783982941,8.07465969475323,9.0845725033853,10.1079042586887,9.61902585657778,11.6280115263795,10.806557455793,9.71466433274807,9.39091421274703,8.91670437256279
"3",11.3645186670126,10.925179112113,10.5245434426423,10.4021129653591,11.5016633132008,9.84675507287823,8.65066808406801,9.0204755586685,8.50141345575133,8.09107526133567,9.7837744896173,10.1218504734649,10.5420297224903,11.0990083886025,9.37001569080716,10.8460291005363,11.6150680860215,10.4842605539436,9.5446423748284,9.49336899685903,9.82044858549525,9.79061312547476,9.56122199859717,10.534189382402,9.53926902578701,10.3481325179664,10.3795076053463,10.690059311454,10.2767469234404,10.6176276759038,11.5832236498901,11.5660103887324,11.6940405106915,11.8483023991574,11.3759702303612,11.3867438398989,11.4065500748275,10.4920991735945,8.33672085958134,8.99285497911891,10.7485174176699,10.5622597104359,9.19236448505245,9.71724549493031,10.2565390009499,11.1993451957269,11.0147879177838,9.62636021455347,9.55770587865499,9.98169742579804
"4",11.5673417566121,10.5874237579544,9.7035251905322,9.7192537649573,10.4376032264703,10.4895217538646,9.84575973993501,9.35030822230808,10.3485191828743,9.02100658625663,8.84675910359555,9.93653231188272,10.111030267159,10.4976965981132,10.145315985281,10.8875457688026,10.2172996756164,9.8701506422489,8.62182799142919,10.0230942924385,10.7326340323566,11.131470182972,10.8146167037041,10.2474506100353,9.78369500344017,10.1531895615966,11.08421425402,11.5589863208391,11.4186759397206,11.5486604305705,11.6677935273566,12.1533911339893,12.2851845059523,13.0030261311756,12.3255037851413,10.9353414940368,10.255988812446,10.3992865281549,10.003410082476,8.99691828033466,10.1239229444318,10.3987858414343,11.2790653882583,10.0388009144398,10.5289941594708,10.51981936753,11.1651399423773,10.8748994549876,9.9809473644409,9.30837708550059
"5",10.6766893152752,9.47800037795902,9.6725116679236,9.13887241698167,9.58226840023052,10.2154692800292,10.1885089572995,9.05576207746256,9.60865256765877,9.81851036031662,9.92629681546868,8.82107160416382,9.69329463948358,9.50687197092282,10.0166071393459,9.68054961471553,9.93780541855613,9.49185498351941,9.67309539394039,9.90380058840508,9.86213126799812,12.2532981681286,10.8167007020648,9.86781530792789,9.28911845285288,9.65988500139303,10.9183317244387,10.7063100330976,10.6450596260398,10.5886320855659,11.091757433592,12.1650908767137,12.8479592564822,12.0767619541998,11.9241437042265,12.1773048285986,9.51066119186454,9.0943689763133,9.24944588374693,10.7407239149765,10.9004696937824,11.668749780282,11.8993075102956,10.2495294157085,9.94497099257096,10.6923131369054,11.2547643642155,9.91485082039096,8.30736310960323,8.80698765598941
"6",9.72791314732616,9.09354630127331,9.25572766627378,9.13086413236865,10.0444084042687,9.37385105455308,10.1550781213213,10.1067362776527,10.110595729715,9.28849296557657,10.1463828154682,10.1532027513725,10.4573276438292,9.37285600735868,9.46224299061801,9.92459574398986,8.87921169002348,8.4595393542672,9.49217213493051,9.69918849806715,11.2164237691664,11.4159634213913,9.61272307170832,9.571002121086,10.3315400701801,9.69974062189312,10.2173253190762,11.0708035142043,11.8370638245065,10.368055660878,10.7483834243601,10.9451102251691,11.9006865644238,11.2442166580128,12.669633923561,10.9353752980004,11.0230779381947,10.1876394336205,10.3851669693718,11.7421705519749,11.7533930200797,11.1477902504145,11.3000980598589,10.489421404085,10.0608057897622,10.2966595998524,11.0819034350353,9.43039921145137,6.71729148149645,7.46825183103665
"7",10.6360789639441,10.1908838524746,9.96272757483224,10.1066866321175,10.2287308800716,10.4446016924,8.41062084864248,9.06596952584435,8.66083911860997,9.74883366311704,9.39026847381048,9.07103347503599,10.1100058230598,8.85591600700927,9.06928774067927,9.36490111160974,9.33234671224576,8.9225332484579,9.14012917874495,9.57660883743887,10.1068195088883,9.73482775239477,9.16038064234426,8.97348408611674,10.0778509993039,9.66370845018993,9.86103170146003,10.9459744861846,12.2952862895829,11.7806388067076,10.9185890729269,10.8647518055859,10.7189907642045,11.0589223381352,13.3767580230688,11.2838392328924,10.0978937121072,11.5328984091401,12.2988547442357,11.0097637016666,10.6355743534075,11.1309927003595,11.8766952149274,10.9688823059297,10.6840796121416,10.4715428590374,9.79788545421182,8.114258251276,7.33438368641148,7.42980856405716
"8",11.5923043729582,8.83677426060463,9.89353895957584,11.275563727788,10.1685481898983,9.66028708232792,9.05935502094155,9.43918731303877,8.84758319979558,8.9695536520177,9.61546905225257,9.14090103919752,8.85441848422106,9.62029930415172,8.93414790364697,8.9671170221182,9.06954701798179,10.2234108900036,8.80595993125316,10.065387447497,10.1229921067478,9.61063364719011,9.31281765745858,10.0774631003004,9.36164799558196,10.1341738241735,10.2500831879159,9.5927000945304,11.2546407447623,10.4470621725601,9.99729174750324,10.6837316667738,10.5082319274339,11.8474270252442,10.5648145963465,10.218263119107,10.4947061213785,11.3619215841894,11.4815080915432,10.0224500788985,10.908514006219,11.7627108259353,11.0368123703115,11.6936447282822,10.948994707019,11.3173234807815,10.9149218563364,8.81231776313169,7.64606191623087,8.01538026064794
"9",9.86283755852427,10.4275916108655,10.2739305966873,11.2635408688713,9.60272820962177,8.56217883218216,8.41073762117434,9.31744196314046,8.90319026454723,8.15147437738125,9.89680703205702,7.82753053421507,7.94417804252966,9.64814376502556,10.2606874250804,10.1097939103187,9.33856743775762,9.74479116471524,9.92481018351499,10.1849733129314,10.2857369217841,9.91397926699038,9.72969692292664,10.3227527408365,10.4939456416354,10.723953995993,9.77948821338729,10.491793851928,11.2269629118629,9.79437803992339,9.87245315762191,9.84733507390157,10.9440539197926,11.7924746907564,11.3681326097538,10.1069998236093,9.66631152273039,11.1717120021079,11.0375191992257,10.9899028197926,10.7168816979616,10.1767336081525,11.0341968315464,11.1767041349627,10.5464231356085,10.0414980698837,8.59355997848397,7.91900673073852,8.31165295335846,8.48481214623706
"10",10.9321272244318,10.9536158686439,11.2118235991932,10.481548251986,9.71036567286857,8.89704074096658,9.58081754817808,9.95000775081402,9.81283302374335,8.76932078268237,9.1495821157523,9.49280151471044,10.5295459484245,9.96864924540209,10.7990880762175,10.6624917153759,10.9197293690414,10.2539401791044,10.9562410077575,11.3255575645331,9.41868189630121,9.93247779188818,9.73985775726108,10.498617902103,11.2441245296362,9.96427235938347,9.9731378978183,8.92202566024988,9.70122881346338,9.94932480233521,9.44899617925302,8.9101577266123,9.1125906715131,9.30422711997362,10.096996550426,10.5796806292235,11.1099365690685,9.99275924449472,10.9859096810324,10.6380632545113,10.7632136671608,9.61547340009192,9.33856665929593,9.42719851506498,8.71408242052465,9.01225793713166,8.07507966389523,7.31297895792664,9.50158491189855,10.1698570945716
